 id 	 url 	 gestion de robots.txt 	 code http 	 encodage initial de la page 	 lien vers la page brute 	 statut de la conversion en UTF-8 	 lien vers le dump textuel 	 numbre total de mots dans le dump 	 nombre d'occurrences du mot cible dans le dump 	 lien vers le concordancier 	 lien vers l'analyse des bigrammes 
1	https://fr.wikipedia.org/wiki/Confinement_(mesure_sanitaire)	Allow	200	UTF-8	Converti	[Lien vers le dump](/Users/lena/Documents/Cours/Projet-PPE1-2025/dumps-text/fr/fr-1.txt)	    6656	      62	[Lien vers le fichier tokenisé](/Users/lena/Documents/Cours/Projet-PPE1-2025/dumps-tokenises/fr/fr-1.conll)	[Lien vers le concordancier](/Users/lena/Documents/Cours/Projet-PPE1-2025/concordances/fr/fr-1-concordance.html)	[Lien vers les bigrammes](/Users/lena/Documents/Cours/Projet-PPE1-2025/bigrammes/fr/fr-1.XXX)
Veuillez entrer le chemin vers le fichier de sortie en troisième argument.
